text,risk_level,risk_label
"COCOA SOLIDS, sesame seeds, WHOLE WHEAT FLOUR(ATTA), Gluten, COCOA SOLIDS",1,Very Safe
"refined wheat flour (maida) | NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | edible palm oil | WHOLE WHEAT FLOUR | acidity regulator (citric acid) | Sugar | leavening agents ((5000), 503)) | acidity regulator (ins 260) | Cocoa Solids",4,Concerning
"milk solids, CAFFEINE, WATER, CORN FLAKES, WHEAT GLUTEN",1,Very Safe
WHEAT GLUTEN,1,Very Safe
thickener (508) | Invert Syrup | Refined Sugar | Malt Extract | refined wheat flour (53%) | REFINED WHEAT FLOUR (53%) | EDIBLE COMMON SALT | Salt | Nature Identical Flavouring Substances Chocolate | whole wheat flour,4,Concerning
"Liquid glucose, Sugar, Sugar, MILK SOLIDS, Vitamin B2 (Riboflavin), Sugar",3,Moderate
"Mineral (Zinc B, Vitamin E (Acetate), Acidity regulator (339(1)), sugar, noodle powder, liquid glucose, Emulsifier (Soya lecithin)",4,Concerning
Added Flavour Nature Identical Flavouring Substance | ANTICAKING AGENT (INS 551) | Maltodex- Trin | refined wheat flour (53%) | Edible common Sequestrant (339(1)) | flax & sesame seeds | WATER,4,Concerning
"Black Salt, COCOA SOLIDS, milk solids, Jaggery, Whole Wheat, WATER",1,Very Safe
"ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK; ORGANIC WHOLE WHEAT FLOUR; FLOUR; Invert Syrup; sugar; EDIBLE PALM OIL; black salt; PALMOLEIN; Sugar; RAISING AGENTS [503(II),500(II)]; Sodium Benzoate (Ins 211).; MIXED FRUIT",5,High Risk
"liquid glucose, Invert Syrup, soy sauce powder (soybean, wheat, salt), acidity regulator (ins 330)., palm oil",4,Concerning
"REFINED PALMOLEIN, COCOA SOLIDS, Noodle powder, CORN FLOUR",3,Moderate
"SYNTHETIC FOOD COLOURS (110, 102), ACIDITY REGULATOR (260), refined soyabean oil, flavouring substances, Emulsifiers (322,472E,471), Whole Wheat Flour, Natural Food Colour (150), REFINED WHEAT FLOUR, BUTTER, edible common salt",5,High Risk
"Dry Fruits Powder, Edible Vegetable Oil (Mustard Oil), Rock Salt, MIXED SPICES",1,Very Safe
"humectant (4510) | Cinnamon | Cumin Seed | Sugar | Acidity regulators (5000), 5010))&170(0)) | water | WHEAT FLOUR | INVERT SUGAR SYRUP | LIQUID GLUCOSE",4,Concerning
"SYNTHETIC FOOD COLOUR (INS 133); REFINED WHEAT FLOUR; EMULSIFIERS [481(i), 471 & 472e]; Peanut; LEAVENING AGENT; lodized Salt; LIQUID GLUCOSE; antioxidant(e300); Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)); sugar; THICKENERS (508 & 412)",5,High Risk
"LIQUID GLUCOSE, Orange Juice Concentrate, Mineral (Zinc B, Vitamin E (Acetate), Refined Soyabean Oil, Liquid Glucose",3,Moderate
corn flour | SWEETENER (960) | edible palm oil | LIQUID GLUCOSE | edible vegetable oil (palm oil) | sweetener (955). | natural colour (150d),5,High Risk
"VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), milk solids, Cinnamon, JAGGERY, Mixed Spices, Mango Pulp",1,Very Safe
"raising agents[503(ii),500 (ii),450(1)]",4,Concerning
synthetic food colours (e102 & e133) | SUCROSE | Whole Wheat Flour(Atta) | Jaggery,5,High Risk
"Edible Vegetable Oil (Palm Oil) | Sweeteners( 951, 950) | Soya Flour | PRESERVATIVE (INS234) | Preservative (Ins234) | maltodex- trin | CITRIC ACID (ACIDIFYING AGENT, E330) | artificial flavouring substance vanilla and milk | INVERT SYRUP",5,High Risk
"sugar; acidity regulators (338, 331, 330); Spices; FLAX & SESAME SEEDS; Edible Common Salt; lemon juice concentrate",4,Concerning
"Synthetic Food Colour (Ins 133), RAGI FLOUR, Refined Wheat Flour, REFINED WHEAT FLOUR (53%), Synthetic Food Colour (Ins-122)(Ins-124), Sugar, Flavour Enhancers (INS 627&INS 631)., Refined Palm Oil, REFINED WHEAT FLOUR (MAIDA), Wheat Flour, Synthetic Food Colour (Ins-122)(Ins-124)",5,High Risk
EDIBLE SALT; Vitamin A (Ace Vitamin D2 (Ergocalciferol); Refined Wheat Flour; orange juice concentrate; Milk Solids; SOYA FLOUR; REFINED WHEAT FLOUR; palm oil; Hydrogenated vegetable fat; refined soyabean oil,3,Moderate
"FLAVOUR ENHANCERS (INS 627&INS 631). | cocoa solids | SUGAR | emulsifiers (322,472e,471) | REFINED PALMOLEIN OIL | COMMON SALT | Flavour Enhancers E627 E631 | ACIDITY REGULATOR (INS 330). | Black Salt | EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415) | synthetic food colours (110, 102) | Flavour Enhancers E627 E631",5,High Risk
"INVERT SYRUP, LIQUID GLUCOSE, REFINED PALMOLEIN, SUGAR, EDIBLE VEGETABLE OIL (PALM), palm oil, synthetic food colours (ins 102 & 133), SYNTHETIC FOOD COLOURS (E102 & E133)",5,High Risk
"CHOCO CRÈME, Cold Pressed Coconut Oil, salt, VITAMIN B1 (THE CHLORIDE HYDROCHLORIDE), Dough Conditioner (223), stabilisers (415, 466, 1400),",4,Concerning
"Corn Flour; Wheat Flour; PRESERVATIVE (INS234); emulsifying stabilizing agents (ins 414, ins 331, ins 415)",4,Concerning
"Acidity regulators (5000), 5010))&170(0)), COCOA BUTTER, stabilizer (pectin), natural spice oils, Refined Wheat Flour (Maida), flavour enhancers e627 e631, CARBONATED WATER, EDIBLE VEGETABLE OIL (PALM)",5,High Risk
"EDIBLE VEGETABLE OIL (PALMOLEIN OIL) | Sugar | Antioxidant (300). | refined palm oil | EMULSIFIERS (322,412,472e,471) | ACIDITY REGULATOR (INS-330) | Edible Vegetable Fat | ACIDITY REGULAR (INS-330) | ACIDITY REGULATOR (260)",4,Concerning
"salt, SUGAR, RAGI FLOUR, Vitamin B1 (The Chloride Hydrochloride)",2,Safe
"orange juice, MILK SOLIDS, WHOLE WHEAT, milk solids, WHEAT BRAN",1,Very Safe
"Orange Juice Concentrate, milk solids, COCOA BUTTER, Hydrogenated Vegetable Fat, Peanut, SUGAR, SUGAR, FLAVOURING SUBSTANCES-CHOCOLATE, Natural Food Colour (150), EDIBLE COMMON SALT",4,Concerning
"sugar, Mixed Fruit, Cocoa Solids",2,Safe
"palm oil, anticaking agent e551, Liquid Glucose, synthetic food colours, Edible Common Salt, Edible Vegetable Oil (Soyabean, Palmolein), invert syrup, liquid glucose, Invert Sugar Syrup",5,High Risk
"REFINED PALMOLEIN, Mango Pulp, Sugar, ORANGE JUICE CONCENTRATE",3,Moderate
Antioxidant (Ins 322(1)),4,Concerning
"honey, ARTIFICIAL FLAVOUR SUBSTANCES (ROSE), SYNTHETIC FOOD COLOURS (E102 & E133), EDIBLE PALM OIL, Sodium Polyphosphate (Emulsifying Agent, E452(i)), water",5,High Risk
"Refined Wheat Flour, mixed spices",3,Moderate
"edible common salt, ROCK SALT",2,Safe
Edible Vegetable Oil (Palmolein Oil) | refined wheat flour | colour (ins 150d) | SUGAR | ASAFOETIDA | Bengal Gram | SYNTHETIC FOOD COLOUR (INS-122)(INS-124) | WHEAT FLOUR | PALM OIL | palm oil | Wheat flour (Maida),5,High Risk
"MILK SOLIDS, ALMOND, WATER, ROLLED OATS, corn flakes",1,Very Safe
"Edible Starch, Butter, palm oil, Honey, BUTTER, FRUIT AND VEGETABLE EXTRACTS, SUGAR, stabilizer (ins 170), Thickener (508), Invert Syrup, antioxidant(e300), Antioxidant (300).",4,Concerning
wheat flour,2,Safe
"Butter, WHEAT FLOUR, Salt, EDIBLE PALM OIL, Sesame Seeds, EDIBLE PALM OIL, SUGAR",3,Moderate
"INVERT SUGAR SYRUP, edible common salt, soya flour, Organic Whole Wheat Flour, ROLLED OATS, refined wheat flour (maida)",3,Moderate
"Refined Palmolein oil, INVERT SYRUP, Edible Vegetable Oil",3,Moderate
"Palmolein, water",3,Moderate
"Refined Wheat Flour, Synthetic Food Colour (Ins 133), wheat flour, wheat gluten, Edible common Sequestrant (339(1)), Sugar, sugar, Ragi, MILK SOLIDS",5,High Risk
"refined soyabean oil; mixed fruit; thickeners (508 & 412); Toned Milk Dahi; Synthetic Food Colours (Ins 102 & 133); ADDED FLAVOUR SUBSTANCES; orange juice concentrate; ACIDITY REGULATOR (CITRIC ACID); TERTIARY BUTYLHYDROQUINONE (ANTIOXIDANT, E319); butter",5,High Risk
Fruit And Vegetable Extracts,2,Safe
permitted emulsifier (e481()),4,Concerning
"acidity regulators (330, 331()) | Permitted Emulsifier (E481()) | anticaking agent e551 | Nature Identical Flavouring Substances Chocolate | EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415) | Refined sugar | REFINED SOYABEAN OIL | SUGAR | emulsifiers (322,412,472e,471) | lemon juice concentrate | Invert Syrup",4,Concerning
"class ii preservative, REFINED PALMOLEIN, Salt, Edible Palm Oil, REFINED SOYABEAN OIL, colour (ins 150d), ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, Bengal Gram Dal, CORN FLOUR",5,High Risk
"Water, fruit and vegetable extracts, COCOA BUTTER, FLAVOURING SUBSTANCE, COLOUR(S) (INS 150c, INS 150d), EDIBLE PALM OIL, ANTIOXIDANT (INS 322(1))",4,Concerning
"Antioxidant (INS 307b), Refined Palmolein oil, Flavour Enhancer (635), Sugar, Tomato Powder, refined wheat flour (maida), Refined Wheat Flour (Maida), contains permitted natural colour, Iodized Salt, ANTIOXIDANT(E300), Apple Acidity Regulator 330",5,High Risk
"LIQUID GLUCOSE, SALT, Synthetic Food Colours (110, 102), Milk Solids",5,High Risk
edible palm oil,3,Moderate
"Rolled Oats, BENGAL GRAM, MANGO PULP, Water",1,Very Safe
"Edible Vegetable Oil (Soyabean, Palmolein) | MALT EXTRACT | LIQUID GLUCOSE | edible palm oil | choco cream",3,Moderate
"SODIUM HYDROGEN CARBONATE (RAISING AGENT, E500 (II)) | ARTIFICIAL SWEETENERS | Acidity Regulator (Ins 330) | ADDED ORANGE FLAVOURS | CORN FLAKES | EMULSIFIER ((471),460()) | CHOCO CREAM | Palm Oil | DOUBLE TONED MILK | Raising Agents[503(Ii),500 (Ii),450(1)] | flavouring substance",5,High Risk
"Antioxidant (INS 300)., Palm Oil, Invert Syrup, Preservative-211, Artificial Flavour Substances (Rose)",5,High Risk
"MILK SOLIDS, choco crème, CHOCO CRÈME",1,Very Safe
"Refined Wheat Flour, Wheat Flour (Maida), ACIDITY REGULATOR (INS 330)., VITAMINS, Palmolein, REFINED PALMOLEIN OIL, EDIBLE COMMON SEQUESTRANT (339(1)), Emulsifiers (322,472E,471)",4,Concerning
"palm oil, Organic Whole Millets Flour, EMULSIFIER, artificial flavouring substances ethyl vanillin",5,High Risk
NATURAL FOOD COLOUR (150),2,Safe
"refined palmolein, Artificial Flavour Substances (Rose), Maize Starch, Edible Vegetable Oils (Palm), INVERT SYRUP, Acidity Regulator (E260), COMMON SALT",5,High Risk
"Salt, EMULS 472e, 481 (1), SUGAR",2,Safe
"Natural Cereal Fibre, toned milk dahi, cumin seed, Cocoa Solids, PEANUT, Tricalcium Phosphate",1,Very Safe
"Rock Salt, Refined Soyabean Oil, REFINED PALMOLEIN, natural essential oils, Flavouring Substances-Chocolate, REFINED PALM OIL, raising agents[503(ii),500 (ii),450(1)], refined palm oil, CARBONATED WATER, Wheat Flour, refined wheat flour",4,Concerning
Refined Wheat Flour (53%) | Refined Palm Oil | Refined Soyabean Oil | PRESERVATIVE (282) | Flax & Sesame Seeds | REFINED WHEAT FLOUR | sodium benzoate (ins 211). | EDIBLE STARCH | Invert Sugar Syrup | preservative (ins234),5,High Risk
"Refined Palmolein oil; MIXED FRUIT; edible vegetable oil (soyabean, palmolein)",3,Moderate
"EDIBLE COMMON SALT, Butter, Milk, Sugar, sugar",2,Safe
"edible vegetable oil (soyabean, palmolein), Palmolien Oil, stabilisers (415, 466, 1400),, MILK SOLIDS, EDIBLE COMMON SALT, Refined Soyabean Oil, REFINED PALM OIL, liquid glucose",4,Concerning
"Soya Flour, refined soyabean oil, HYDROGENATED VEGETABLE FATS",3,Moderate
Yeast,1,Very Safe
"Wheat Gluten; LIQUID GLUCOSE; Hydrogenated Vegetable Fats; ACIDITY REGULATORS (330, 331()); sugar; Mineral (Zinc B, Vitamin E (Acetate); Sugar",4,Concerning
refined palm oil,3,Moderate
"Palm Oil, Sugar, sugar, Edible Common Salt, dry fruits powder",3,Moderate
"Cocoa Solids, Cocoa Solids, Acidity Regulator (Ins 330), Stabilizer (E 440)",4,Concerning
"Edible vegetable oil (Palm oil); CONTAINS PERMITTED NATURAL COLOUR; tertiary butylhydroquinone (antioxidant, e319); butter; EDIBLE VEGETABLE OIL (PALM OIL); LIQUID GLUCOSE; HONEY; WHOLE WHEAT FLOUR; palmolein; Flavour Enhancers E627 E631; artificial flavouring substances ethyl vanillin; Sugar",5,High Risk
"FRUIT JUICE POWDER, Natural Food Colour (150)",2,Safe
"palmolien oil, NATURAL FOOD COLOUR (150), Turmeric Powder, HONEY, CAFFEINE",2,Safe
"SYNTHETIC FOOD COLOUR-124, WATER, SUGAR, apple acidity regulator 330, Emulsifier (INS 322), sodium benzoate (ins 211).",5,High Risk
"Milk solids, CUMIN SEED",1,Very Safe
"PALMOLEIN, refined wheat flour (maida), asafoetida, TONED MILK, natural food colour (150), Sugar",3,Moderate
vitamin b1 (the chloride hydrochloride),1,Very Safe
CHOCO CRÈME | maltodex- trin | REFINED WHEAT FLOUR | SYNTHETIC FOOD COLOURS | Malt Extract | INVERT SYRUP,5,High Risk
REFINED PALM OIL; Sugar; MALTODEX- TRIN; edible common salt; wheat flour (maida),3,Moderate
EDIBLE COMMON SALT,2,Safe
"milk, WHEAT GLUTEN, Organic Whole Wheat Flour",1,Very Safe
"ANTIOXIDANT, SESAME SEEDS, REFINED WHEAT FLOUR, Refined Sugar",4,Concerning
"refined soyabean oil, Sugar, butter",3,Moderate
"acidity regulator (ins-330), LODIZED SALT, EDIBLE PALM OIL, palm oil",4,Concerning
"colour(s) (ins 150c, ins 150d), Invert Syrup, added flavour substances, refined palmolein, RAISING AGENTS[503(II),500 (II),450(1)], Sugar, Butter",4,Concerning
"CAFFEINE, MILK, PEANUT, WHEAT GLUTEN",1,Very Safe
"CORN FLAKES, Mineral (Calcium Carbonate), Cocoa Solids, ROLLED OATS, Water, MILK SOLIDS",1,Very Safe
"NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE, BENGAL GRAM, EDIBLE VEGETABLE OILS (PALM), TONED MILK DAHI",2,Safe
"EMULSIFIERS (INS 322(1), INS 471).",4,Concerning
"PALM OIL, cinnamon",3,Moderate
"Wheat Flour, EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN), Vitamin B1 (The chloride hydrochloride), jaggery, RICE FLOUR",2,Safe
"antioxidant (ins 300)., sweeteners( 951, 950), gluten, FLAX & SESAME SEEDS, Bengal Gram, REFINED PALM OIL, LIQUID GLUCOSE, acidity regulator (ins 330), Sugar",5,High Risk
ORANGE JUICE,1,Very Safe
"Palmolein | synthetic food colours (e102 & e133) | liquid glucose | Flavouring Substances | Improver [Blend Of Antioxidant 300, Anticaking Agent 170(I) & Flour Improver 1100] | invert sugar syrup",5,High Risk
"Cocoa Solids, leavening agent, Acidity Regulator (260), colour (ins 150d), REFINED WHEAT FLOUR (MAIDA), LIQUID GLUCOSE, EDIBLE VEGETABLE OIL (PALM)",4,Concerning
"CHOCO CREAM, synthetic food colours, refined palm oil, ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, toned milk dahi, Added Orange Flavour, Hydrogenated Vegetable Oil",5,High Risk
"spices & condiments | REFINED WHEAT FLOUR | preservatives (280, 281 & 200] | Anticaking Agent E551 | ADDED ORANGE FLAVOURS | Hydrogenated Vegetable Oil | Ferrous Citrate | LIQUID GLUCOSE | Refined Palm Oil",4,Concerning
mango pulp,1,Very Safe
SALT,2,Safe
"Carbonated Water, Yeast, REFINED SOYABEAN OIL, Wheat Flour, Wheat flour (Maida), Acidity Regulator (E260), Iodized salt, LIQUID GLUCOSE, SPICES & CONDIMENTS, Maize Starch, EMULSIFIER (322), EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415)",4,Concerning
"Refined Palm Oil, EDIBLE COMMON SALT, edible vegetable oil (palmolein oil), WHEAT FLOUR (MAIDA), Cumin Seed",3,Moderate
"Invert Syrup, REFINED WHEAT FLOUR, refined palmolein, Cocoa Solids, natural food colour (150), REFINED WHEAT FLOUR",3,Moderate
Cocoa Solids; milk solids; FLAVOURING SUBSTANCES-CHOCOLATE; SUGAR,4,Concerning
"stabilizer (ins 170) | CLASS II PRESERVATIVE | INVERT SUGAR SYRUP | Colour(S) (Ins 150C, Ins 150D) | Sweetener (960) | Edible Common Salt | Orange Juice Concentrate | SUGAR",5,High Risk
REFINED WHEAT FLOUR (MAIDA),3,Moderate
"Refined Palmolein Oil, GLUCOSE, Vitamin A (Ace Vitamin D2 (Ergocalciferol), Mineral (Zinc B, Vitamin E (Acetate)",3,Moderate
"citric acid (acidifying agent, e330) | BLACK SALT | Organic Whole Wheat Flour | PALM OIL",4,Concerning
"jaggery, Edible Vegetable Oil (Mustard Oil), MALTODEX- TRIN, refined palmolein, Flax & Sesame Seeds, Peanut, EMULSIFIERS (322,412,472E,471), Sugar, Vitamin B2 (Riboflavin)",4,Concerning
"refined soyabean oil, FLAX & SESAME SEEDS",3,Moderate
"REFINED PALM OIL, BENGAL GRAM, Tomato Powder",3,Moderate
"Antioxidant (Ins 300)., Iodized Salt, acidity regulator (ins 330), Refined Wheat Flour",4,Concerning
"Double Toned Milk | Anticaking Agent (INS 551) | Mineral (Zinc B, Vitamin E (Acetate) | Edible Vegetable Oil (Palm Oil) | sweeteners( 951, 950) | Corn Flour | invert sugar syrup | Potassium Carbonate (Acidity Regulator, E501(I))",5,High Risk
"cumin seed, Emulsifier (Ins 322), guava pulp, EMULSIFIER (SOYA LECITHIN), synthetic food colour (ins-122)(ins-124), RAISING AGENTS[503(II),500 (II),450(1)], LIQUID GLUCOSE, PRESERVATIVE (INS234), Refined Palm Oil",5,High Risk
"acidity regulators (330, 331())",4,Concerning
"Edible Salt, whole wheat flour, DEHYDRATED VEGETABLES (CARROT, PARSLEY)",2,Safe
"milk solids, natural spice extracts, PURIFIED WATER",1,Very Safe
"refined wheat flour (53%), Peanut, CUMIN SEED",3,Moderate
"Wheat Flour, iodized salt, Milk solids, BUTTER",2,Safe
"Orange Juice, MINERAL (ZINC B, VITAMIN E (ACETATE), VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL), honey, Cocoa solids, WATER",1,Very Safe
"Refined Palm Oil, hydrogenated vegetable fat, Refined sugar, REFINED WHEAT FLOUR, LIQUID GLUCOSE, WHEAT FLOUR, Edible Starch, PEANUT, Potassium Carbonate (Acidity Regulator, E501(i))",4,Concerning
"acidity regulator (citric acid), ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK, artificial flavoring substance.",5,High Risk
"emulsifiers [481(i), 471 & 472e], artificial flavoring substance., WATER, refined palm oil, Salt, EMULS 472e, 481 (1), synthetic food colours (110, 102), acidity regulators (330, 331()), emuls 472e, 481 (1)",5,High Risk
"EDIBLE PALM OIL, REFINED PALM OIL, Liquid Glucose, cold pressed coconut oil, Palmolein",3,Moderate
"wheat flour, leavening agents ((5000), 503)), Jaggery, refined palm oil, leavening agents ((5000), 503))",4,Concerning
"INVERT SYRUP, Cinnamon, yeast, Refined Wheat Flour, Bengal gram dal",3,Moderate
"Antioxidant (INS 307b); edible vegetable oil (palm); SYNTHETIC FOOD COLOUR-124; Spices; glucose; anticaking agent (ins 551); SYNTHETIC FOOD COLOURS (INS 102 & 133); Stabilizer (E 440); Artificial Flavourin Substances; Wheat Flour; TERTIARY BUTYLHYDROQUINONE (ANTIOXIDANT, E319); REFINED WHEAT FLOUR",5,High Risk
EDIBLE COMMON SEQUESTRANT (339(1)); Orange Fruit Powder; added flavour nature identical flavouring substance; Maize Starch,4,Concerning
"Synthetic Food Colours (Ins 102 & 133), REFINED PALM OIL, Wheat Gluten, Sweetener (955)., PERMITTED EMULSIFIER (E481()), Salt, LIQUID GLUCOSE, edible vegetable oil (mustard oil), tertiary butylhydroquinone (antioxidant, e319)",5,High Risk
"palmolein, INVERT SUGAR SYRUP, ORANGE JUICE",3,Moderate
"cereal products, ORGANIC WHOLE MILLETS FLOUR, HONEY, MIXED FRUIT, vitamin b1 (the chloride hydrochloride), Guava Pulp",1,Very Safe
"Wheat Flour (Maida), Refined Wheat Flour",3,Moderate
edible palm oil; ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; sugar; FLAVOURING SUBSTANCES; FLAVOURING SUBSTANCE; Liquid Glucose; PALM OIL; Liquid glucose; CLASS II PRESERVATIVE (INS-211); hydrogenated vegetable oil,5,High Risk
"Refined Wheat Flour (Maida), natural food colour (150), Flour, Refined Wheat Flour, Palm oil, Cocoa Solids",3,Moderate
"Natural Essential Oils, Wheat Gluten, ferrous citrate, Cinnamon",1,Very Safe
CINNAMON,1,Very Safe
"Orange Juice, Cocoa solids",1,Very Safe
"GLUTEN, COLOUR(S) (INS 150C, INS 150D), NATURAL SPICE EXTRACTS, EDIBLE VEGETABLE FAT",4,Concerning
"Refined Wheat Flour, soya flour, refined wheat flour, soya flour",3,Moderate
"Refined Wheat Flour; sugar; vitamin a (ace vitamin d2 (ergocalciferol); Soy Sauce Powder (soybean, wheat, salt); invert syrup; Refined Wheat Flour; SODIUM BENZOATE (INS 211).; ARTIFICIAL SWEETENERS; refined wheat flour; SUGAR",5,High Risk
"Hydrogenated Vegetable Oil, Salt, Cumin Seed, maize starch, ORANGE FRUIT POWDER",2,Safe
"LEMON JUICE CONCENTRATE, hydrogenated vegetable fat, Black Salt, VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL)",2,Safe
"LEAVENING AGENTS ((5000), 503))",4,Concerning
"refined palmolein oil, HONEY, rolled oats, Orange Juice Concentrate, Sesame Seeds",3,Moderate
Sugar,2,Safe
EMULSIFIER,4,Concerning
"BLACK SALT | CHOCO CREAM | Invert Syrup | refined wheat flour (maida) | Red Chilli Powder | spices & condiments | EMULSIFIERS (322,412,472e,471)",4,Concerning
"liquid glucose, Preservative (282), RICE FLOUR, ANTIOXIDANT, acidity regulator (ins 330)",4,Concerning
"Cinnamon, BLACK SALT",1,Very Safe
Refined Palmolein Oil | organic whole millets flour | salt | HUMECTANT (4510) | Orange Fruit Powder | Invert Syrup | IMPROVERS[170(1) 510] | Sugar | Salt,4,Concerning
"acidity regulator (ins-330) | Ragi | ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE | Flavouring Substances | sugar | sweetener (960) | Choco Cream | soya flour | SYNTHETIC FOOD COLOURS (110, 102) | INVERT SUGAR SYRUP",5,High Risk
"Turmeric Powder, mineral (calcium carbonate), Water, milk solids, almond",1,Very Safe
"Sugar, Edible Salt",2,Safe
"Refined Sugar, liquid glucose, sugar, Refined Wheat Flour (Maida), Refined Palm Oil, Soy Sauce Powder (Soybean, Wheat, Salt)",3,Moderate
"colour(s) (ins 150c, ins 150d); REFINED PALM OIL; antioxidant (ins 320); flax & sesame seeds; RAISING AGENTS [503 (ii), 500 (ii) ); Wheat flour (Maida); sugar; liquid glucose; Antioxidant (Ins 307B); SALT",5,High Risk
Thickeners (508 & 412); Water; MILK SOLIDS; Acidity Regulator (330); refined palm oil; hydrogenated vegetable oil; Sugar,4,Concerning
"Mango Pulp, Rock Salt",1,Very Safe
"Edible Salt, EDIBLE VEGETABLE FAT, Sugar, RAGI",2,Safe
"REFINED WHEAT FLOUR, refined palm oil, flax & sesame seeds, WATER, REFINED WHEAT FLOUR",3,Moderate
"SUGAR, Antioxidant(E300), REFINED PALM OIL, Sugar, acidity regulator(ins 330 & ins 260), salt, Refined Wheat Flour, synthetic food colour (ins-122)(ins-124)",5,High Risk
